business_id,lat,long,name,neighborhood
CWPm6Q5uOHEH3kPD3KsgCQ,36.2626527,-115.2561145,Affordable Dental II,Northwest
vHt0CSynqesXox-9nBj7uA,36.2645745,-115.2563923,On The Border Mexican Grill & Cantina,Northwest
9qDw5ntqNBJE-I-YzX9g1A,36.116765,-115.102953,Classy Cuts Grooming & More,Eastside
Lbv3HgYzbP4uKrtlZk7bPg,36.2700535279,-115.269515447,Claire's,Centennial
LpJvitnw7vU5UW-3KE9kjA,36.1183321618,-115.174350385,Vosges Haut-Chocolat,The Strip
9gcVWUcJQ-3hfpZToOze5w,36.306344,-115.302249,Aloha Stone Care,Centennial
u-n_W6EzO18OZPU0Z4ComQ,36.2764187,-115.297554,Marquis Centennial Hills,Centennial
ZO7dCEQgapxC7bZuCRxtKQ,36.0073538,-115.1151684,Shannon's Serendipity Skincare,Anthem
Df6w1pfuPq9ly94omDJcxQ,36.2407609,-115.1721398,Autumn Hair & Nail Spa,
LOjfVZ_FJZhi4cnXPuhfWQ,36.159289,-115.18396,Nelson Marietta, MD,Westside
2pu34WQ6dICyaWvmIEPlIQ,36.1659299559,-115.20749581,FoneStar Repair,Westside
2NYoyaQjqX3_UvdKjkvvjQ,36.0209438,-115.267744,Blue Diamond Florist,Southwest
XnQ8EzGffel-nwBPP-aMJQ,36.1581249,-115.0897701,Painless Waynes Tattoo & Piercing,Sunrise
shYwo-akfgwquj_A9kc__Q,36.2383942,-115.1127496,The Furniture Lady,
tqEGtJ10N08wbibfgASvNQ,36.0112363889,-115.118652061,Fallas,Southeast
hm1HuTUvSp-2mXFARX8mqw,36.0133761,-115.1590383,Goodwill,Southeast
iedt9HC4wa_XYN1L-Bzz6w,36.0102186,-115.1445397,SmartStop Self Storage,Southeast
0oMs2QdhuLW3wYIJIi0wcw,36.010987362,-115.136360038,Starbucks,Southeast
MK-ynZKTc0o1BBakAhqlYg,36.0136516,-115.169271,Jiffy Smog,Southeast
N2VodYiMx3H_y03p7LFwCQ,36.2187911,-115.3140297,Southwest Plumbing and Repair,Summerlin
Bv7e_e229DfXIEg_Rtf5vg,36.068267,-115.177063,Wetzel's Pretzels,Southeast
0pdsgDS9CvFnZI6n-tl93A,36.197073,-115.1946932,Extra Space Storage,
TW26bF6l2gJFkKRj0PemMg,36.0932257,-115.1869025,Detours of Nevada,
Ea04rGA3H-ZqY1nHLpI2FQ,36.039711,-115.198017,New Day Cafe,Southwest
-poHrga1My4zwhj-nh2WEQ,36.0402159,-115.2244853,Empire Records,Southwest
QC_KrEEakL-baYfnTXw2FQ,36.0552438,-115.2258702,Wireless Doctor Computer Solutions,Southwest
EjzMHfwqAmj7BgdzQjquRQ,36.115316,-115.158502,Bandito Latin Kitchen & Cantina,Eastside
nE2De7tBbM-nXhNMm8MYyw,36.0260291467,-115.046706335,Massage 1,
juBHjztZoot0cNRIlL319A,36.0840233604,-115.296547596,CKO Kickboxing Las Vegas,Spring Valley
JHyv6TwbNfIcjpos8_espA,36.0788902149,-115.298509105,Excellent Nails & Spa,Spring Valley
Gpglj8rPgLv68ieUqiSIDg,36.0959651809,-115.297630329,Mattress Firm Ft. Apache,Spring Valley
IyvM5xz7_il6I8mfSUSgfg,36.0780185,-115.2965565,Mainor Wirth Injury Lawyers,Spring Valley
C4M-8egIB_EUtRaveojQwA,36.0771104,-115.2986108,Smile Design Center,Spring Valley
QnfAHUr5-HTiaA5-va3glQ,36.0950052,-115.2981583,Streets of New York,Spring Valley
AjCbOF-WudAWLlFG1nJe0Q,36.0356372,-115.0859688,Sunstone Dental Care,
ekYwEVTOF2_h0wUxgea4Xw,36.1252068707,-115.224029264,Purrfect Auto Service,Chinatown
8WWjOZNnSgP7D6ovst9nKg,36.1739104,-115.0881888,Bridge Landing,Sunrise
osu1j_Lg8R9brpuMMn3a3A,36.1150184807,-115.156454444,Fogo de Chão Brazilian Steakhouse,Eastside
3uc5PrPQVfAbBHK4ljUYEA,36.294651,-115.2917387,Pete's Parking,Centennial
wdrX-1s3uyXsLjrhy2X0bg,36.2705822,-115.2673642,Courtesy Dental & Orthodontics,Centennial
JjcJVqhZXhP4tvOhg3fnag,36.0769768274,-115.244794165,Water Heater Pros,Spring Valley
K9Zm2rrQocTL8HZFnzl_-Q,36.1251262,-115.212335,Cafe No Fur,Chinatown
sACpXmkeWweQ-c5RP5YlEg,36.0107451,-115.0648029,Horizon Ridge Chiropractic,
dO0KCBji2gSR503kp_e4-g,36.1260589,-115.1895789,Starbucks,Chinatown
G5YM5jbCTAFE2IDGNRjYnQ,36.1233841,-115.2085667,La Herradero 2,Chinatown
mzb0NHW3u0SiPUriXeQr6A,36.1006803,-115.1278021,PBR Professional Bull Riders World Finals,University
a3vug2R5PvBCmzr6KU5RnA,36.2210195298,-115.32900095,Tropical Smoothie Cafe,Northwest
euksvHm653hJMJBqzcvMzQ,36.2188068493,-115.276179941,Cook On Wok,Northwest
9KHi2aGheMvIpX8rNqymwg,36.0957591235,-115.187747132,The Collision Service Center,
mGmaESULrqVKOm4mnxMDpA,36.1602675,-115.1925631,Distinctive Dogs Academy,Westside
d-Ej8DNQge6nzwMuIGuiWw,36.218697,-115.294125,FYZICAL Therapy and Balance Centers - Cheyenne,Northwest
tx14fTK0BgKR4sPKXAuT3Q,36.1441176,-115.253752,Keith Baudoin - Coldwell Banker Premier Realty,Westside
Q6qI_1C0q2E-GQCl47mFUQ,36.0549747,-115.169106,Auntie Anne's,Southeast
7fEhKxq-WTnZf4kGz4briQ,36.0357492,-115.1533426,Make the Bride Up,Southeast
eKs-88HqQGOv_yuD81LUTw,36.028416,-115.135425,Glamour Nails,Southeast
29OnhuXegiZMjhf6SSLfAg,36.0388712,-115.1189911,The Vegas Handyman,Southeast
qo4zq8Pkh1yV8JUwWZz_oA,36.14472,-115.26249,Compassioncare Hospice,Westside
atz0zfMdD-xB4GwIopGytQ,36.1609742,-115.2858148,Dress Barn,Westside
4mIorim-NPF7FRA-pWLwPw,36.1251878,-115.1818672,The Careful Move Piano Mover,Chinatown
S4cjs-fKUhJKinj8XU3PXA,36.1014091661,-115.296108272,Studio 989,Spring Valley
zuP7o9vp_ESAnTM9O9c9Yg,36.068759,-115.176827,Tervis,Southeast
HccqNuvwDCrnAAM5e5lQ_w,36.1137416681,-115.119507374,Dunkin' Donuts,Eastside
ykYaPcc8wcTPwVrTtXdAXw,36.1000666,-115.1273474,Gorilla Cafe,Eastside
qA4MWdUmaXYkrZ223cFfFA,36.1188384,-115.1544802,Ruth's Chris Steak House,Eastside
6hGFtOcrhYeAE0uBUNpgLQ,36.124423,-115.146372,Vida! at Diego,Eastside
6E8firUHULUasTt6puy2_A,36.1697619,-115.0626777,Midas,Sunrise
yRMCAJehX5uwgurulPnR7Q,36.1678611,-115.0406679,Fresco Carpet Cleaning,Sunrise
oJujreJoOoskuA09JJ39FQ,36.1748941401,-115.061669122,McDonald's,Sunrise
3ZxO9TpHLIIx0yW2d4lWRA,36.0107981197,-115.134075433,The Sculpting Shoppe,Southeast
PF9CC1HQG_5E4mdY7eMljw,36.022588,-115.0560054,DJ's Daycare Center,
ziv21pDfyrgdhlrlNIgDfg,36.164086,-115.0512225,Mr Antenna USA,Sunrise
s5nZ0kcoHpvHo3D4apPZYA,36.1988542,-115.2659777,Gold Paw Dog Training,Summerlin
aFXv4UMYPidPOgcsCk53ag,36.1382329,-115.1743054,702 RC Raceway,
SDcl5IdYJ9c_dGp5qf1lrg,36.0890747,-115.2051101,Las Vegas Handyman,
rIeXMt92PLNjZbemWKRXcA,36.0763862,-115.2979663,Mr. ChopStix,Spring Valley
5opEgaB9Mih6dNisPn1htA,36.0986834,-115.2947626,Mallyna Lash & Brow Lounge,Spring Valley
phkrWhmZ10Zlm31vOT_2DQ,36.1430992,-115.2550806,Andrew Finney- BHHS, Nevada Properties,Westside
9iCgfQ7ffWtroHbde7q-pQ,36.14486,-115.30109,IHOP,Westside
9CnpXXE0dE48Lwn5StkBRg,36.131417,-115.277938,Supercuts,Westside
KqouzJ7_jh9tRQnSmEde5g,36.158457,-115.3023254,Wingard Donald P DO,Westside
Xq2l5AArTCRmq8896CuIGA,36.284319,-115.299355,Under Construction Photography,Centennial
ByF6BhEWd8if3hiNM-BU9w,36.1407035,-115.1823137,Restaurant Charlie,Westside
cnac9S8x7-lwDkj-C_MSEA,36.0101725,-115.1196938,Fabulous Floors, Inc,Southeast
mJIFTLej9b4rhMlGrW_S_Q,36.0977777,-115.2975745,Viva El Taco,Spring Valley
fe2TZGSuFCqXMpFFKfaRRw,36.094693,-115.304248,Photography by Ashley Marie,Spring Valley
9dwt9FGJoGHZX8G5Y64lJw,36.0577037,-115.123147,Superior Tire - Goodyear Auto Service Center,Southeast
lLMJsTchKYF1O0fpNWpCRA,36.0572932,-115.1755613,Home Plate Grill & Bar,Southeast
f1C3CxAd2MzLKuqCB3iyBA,36.0680034,-115.1764458,Tix4Tonight - Town Square,Southeast
ALs7YhIgVNkF_40aofFqCw,36.0838389,-115.148385,WestJet,Southeast
ygiSlTec-wd7-zgsMVYYFg,36.0697419,-115.2095809,Vegas Motorcycle Rentals,
gZk2SXlLonP8zO3Y-07SQA,36.0858114,-115.2020053,High Maintenance Salon Boutique,
hHyuZiz53KYAlMwh4mkeig,36.1584372,-115.3050225,The Palms at Peccole Ranch by Waterton Residential,Westside
MqjaeEeOKymKO0czkXxrPw,36.1445217346,-115.266672505,Toothfairy Children's Dental,Westside
uydiNFpCd1wUkLdRRQp3uw,36.2191781,-115.2624712,Starbucks Coffee,Northwest
HyoPFfBHLK0lKVHWEdFpvQ,36.1005482,-115.0742122,China Kitchen LV,Eastside
ANfmkeFbBgNRc4AN1bpFaw,36.2156072,-115.2439415,Design & Dine,
Ww9wpXDeZcRFbo0oZr4Dhg,36.2873115,-115.2895403,Living Water Lawn & Garden,Centennial
TovMdKATgbYoKi3TEYOEwg,36.2857422,-115.2853389,Centennial Pediatrics,Centennial
U1vRCl0GoHF2xSb782sciw,36.1174528,-115.1766881,Smashburger,The Strip
qNL6VUnwB_knODEpZV-F2w,36.0988541521,-115.223810799,Albertsons,
9J3l05tW4TTBmg9MhyOzNA,36.0295888,-115.062621,MM Salon,
a_zU_4uHCITQXew6nrL6bA,36.033294,-115.099549,Sin City Vapor VI,
JyuICl_sFcP-cgK5qLazmw,36.075438,-115.2916961,Harmony Healthcare,Spring Valley
2Ar2U9v96agsDc6GjB97bw,36.0845762,-115.2932144,Monarch Property Management & Realty,Spring Valley
-mLGVF1rNoeMz6q0vnrpPQ,36.0717819,-115.2847169,Christina Cova Simmons - Berkshire Hathaway Home Services,Spring Valley
60uVlCUiLJvq3xNo_3bhQQ,36.0690513,-115.2987628,Carmine's Pizza Kitchen,Spring Valley
M-bM5y8qdE-Z3mfZept1EA,36.0556282,-115.1201353,Ohana Hawaiian Bbq,Southeast
Z9Pzic_yQuvzUazASvRxtg,36.2387598,-115.2241644,Excel Defense Studios,Northwest
rGDr4FW8SUf0YX1DAn6O5A,36.1888693,-115.1767048,First American Van Lines,
j5t_qh7G5JO_q-Z0hZ3d3w,36.1253428,-115.2470382,Mattress Outlet,Chinatown
ggqmML5wN5RFv5QtHQw4iA,36.1102616716,-115.169420313,Lobster Me,The Strip
Y8j-U_9ePnVFFRvs7IJg2A,36.1277121,-115.1730365,Kay Jewelers,The Strip
k0JaQ2w3NIgUweASFor0lg,36.2915063,-115.2858421,Just For Kids Dentistry & Orthodontics,Centennial
HqvyoxlpPwVpj0xeoAygIg,36.1045722,-115.1727675,Camera Zone,The Strip
fHBYhA7y6F898JMVC3rAnA,36.1100428,-115.3667218,Locksmith4u,
rJPIzQ_vfrNtZ5duPoksyg,36.1209172572,-115.135488065,Asian One Noodle Soup & Grill,Eastside
ez_N6Q_ZAFcegjoTXYQ0oQ,36.195096582,-115.03015995,7-Eleven,Sunrise
6lJB8vc2zNpHpZLuBxGU5A,36.2408526,-115.0789297,Italian Delights,
FU5SxmPvQsAw6t_S1vTlBA,36.0542062,-115.0831508,Best Nails,
UenQIJ49EpOvFKWdicX90Q,36.126506,-115.2198986,Golden River Realty,Chinatown
dFMxzHygTy6F873843dHAA,36.1698298,-115.1407634,Fremont Arcade,Downtown
-zkn2p1mu9g-kbGNdM1lUA,36.1673732,-115.1458073,Chinos Locos,Downtown
IhYo9Szx_gPDfNOcz5-8DQ,36.1335222556,-115.278545581,Shiatsu'ssage 365 Sports Massage,Westside
YHs7-D5J66PwY2k2bZyUJA,36.1576362277,-115.290610579,Aminah's Organic Skin Spa,Westside
jc-R8FmnaPM7Q9SxW-XcPg,36.1580761,-115.3174188,Lindsey Glova Hair,South Summerlin
ZvqxRMd4lWkscs_QLQhhpg,36.0765456,-115.2432137,Dog Supplies Outlet,Spring Valley
OWp3eJaYMjvek0z6SpwbPQ,36.0271368,-115.135868,Venus Foot Spa,Southeast
HiqYus6muaBFlZtHhES7XQ,35.9987412358,-115.205506682,Del Taco,Southwest
1eWShhnZqavKcKcA8noVOg,36.039847,-115.176084,Elite Carpet Care,Southeast
qaQO0kv07RQJf-wNxMEqew,36.0499354,-115.1223997,Fletcher Door and Trim,Southeast
9YflWNgII5EXkzSmJyynbQ,36.052392,-115.1690207,Pac Sun Outlet,Southeast
mpz1hmPPY_jQl2h2zUp2uQ,36.0928992,-115.2074125,Amos Auto,
PemLhqBXYCSJJ-XwA2xUhg,36.0560801,-115.2808739,Jessie Decille Hair,Spring Valley
TteyY0SmpELHkMROR6s7Vg,36.0911412,-115.2877849,Lemone Bryson, DDS,Spring Valley
Uw296FMa3GLM9Ijtoc_uIA,36.0781963,-115.2969592,Harmony Hospice,Spring Valley
RXXjz_4HQ1A4dIeBI04EcA,36.0267687,-115.0861422,Adventure Weddings LV,
Q_adT88BLalj0dRlnD_ibw,36.1733026546,-115.117925524,Uncle Pon Chinese Restaurant,
-p57JEpfu_b4UJOWCbwNyQ,36.1744197439,-115.099491308,Family Courts And Services Center,
uxsFA7yZmsO8Fgx7XCYM1Q,36.2982975,-115.2805629,So Fetch,Centennial
VkYasLaw6rQWBYC3ijGCNA,36.0957002,-115.2981894,Blend DJ Institute,Spring Valley
Gh1BoQNMGkh91pSHqvDRAA,36.0949947,-115.2982015,Thai Style Noodle House 2,Spring Valley
3FlWR_osNPb8dcqLgHebHw,36.1577139,-115.2918614,Mimi's Cafe,Westside
SuevTSNTjwKtWi_Rhgo_sg,36.2404327,-115.1207766,AA Auto Care,
rUq7zZc-dWzC9H3KOPnsMQ,36.2186011,-115.2437735,Wendy's,Northwest
3uS4F9GNtMbujrnszfFaeA,36.078686,-115.241801,Tops N Bottoms Frozen Yogurt - Southwest,Spring Valley
kca4vhZOuOHJfyC1teFimA,36.1514458305,-115.323017323,Summerlin Centre Community Park,South Summerlin
fK5Rp-sNcqNASHrTB50wzg,36.1780811,-115.2415738,Hair Club,
cvdPxYelSnPqecb7FekH_g,36.1887994,-115.2066871,Joker's,
yFKXkUvUAJ2htaSg3JdxPA,36.0164843,-115.1189122,Radiance Medspa,Southeast
e_D1vCgtadlK3syTMXVYVA,36.021284,-115.126814,Glossy Nails,Southeast
UUG3NnmxOUnBlQ2i3peeHQ,36.1939724276,-115.30541193,GNC,Summerlin
dTdex8dTVWKZCOKMyByQWg,36.021135,-115.131637,A Barbers,Southeast
Z5nKkEi5s7bU4PANh3HN3g,36.0303198,-115.1342501,Healing Couples Therapy,Southeast
qsHFt_eHF6CcD1-Ew3QdGw,35.99651,-115.2075322,Atlantis Pool & Spas,Southwest
pAwaiTT-wT3J5jU9YidbEg,36.1140582,-115.1230003,Bernstein Pediatrics,Eastside
Fu_MNxmXW0neptI-ShZRpw,36.123589,-115.207512,Tasty Station,Chinatown
GYkUIOxKs3sEJhkojc7arw,36.1924878,-115.3035619,The Coop,Summerlin
MUQS2XkrFl8QxCUHgSIzLA,36.0996904,-115.1195912,Dessy B's Steak House,Southeast
2NpL_atoc1Xx1ibPQCMQoA,36.0592537,-115.1202185,Rhino CrossFit,Southeast
XZ7eQLjyGXf6y69UT4SGhg,36.1250753,-115.2979728,Cafe Breizh,Spring Valley
7C-EYKoVadd9aQIadw3BMQ,36.0970775194,-115.279409922,Merryhill Preschool,Spring Valley
TuA6RNMVHAlqyOKDrgaKPw,36.1107323,-115.1722365,Commander's Palace,The Strip
9gBNswG-l0X9DBlYsHPWPQ,36.1294702,-115.1649668,Garth at Wynn Las Vegas,The Strip
xrSKXZ5j1j-RFd5tShBd5w,36.135382,-115.159235,Celebrity Club Barber Salon,The Strip
2D_2v1BZK544gIJnXteirA,36.11949,-115.169667,Carnaval Wine & Spirits,The Strip
3XE-poXz9CeDao-Q7pqkTw,36.1029162,-115.1697555,SEABLUE by Michael Mina,The Strip
Wq0U1L-o-GPkYAukdl3ImQ,36.0123739975,-114.961391457,Pep Boys,
OJMBldWC2jZ76k5M8JZo9A,36.1582024,-115.1544942,Clark County Bar & Restaurant Supply,Downtown
dPbzlRWQzBlVdhkkDigfOw,36.0001957736,-115.106703196,Jack In the Box,Anthem
QKS7oKxe6bw08QNjFOi55Q,35.9928901,-115.1026818,Auto Tech,Anthem
SCmDNsmUoFjVC8yz_jWedQ,36.2365225,-115.0781532,Butter Plumbing,
EUw6yScN9DOuN39jisd2Jw,36.1153122,-115.313518,Darshini in Spirit,Spring Valley
1uBOTzSKqV6m2FjFrAGByQ,36.2804763,-115.0224176,The Shelby Museum,
SfYMEQ2W-u6ixeakITwQ_g,36.1676845536,-115.138382063,702 DTLV,Downtown
ert2gjNYc3_QOg0COCRy9g,36.1094195,-115.2617449,Curves,Spring Valley
NW5gq__mV5zH0xDpNhMBuA,36.1148054,-115.2778317,Posh Paws Mobile Pet Grooming,Spring Valley
ux6ZekIlKJbJUKWRe7RjUQ,36.1004789,-115.3143212,Jun's Korean Restaurant,Spring Valley
ZughgAjbQIYn1OZyCA69PQ,36.1009248,-115.3048697,Sculpt and Sweat,Spring Valley
YFaosOwjkau0o4cE826a7A,36.0417984,-115.1582064,Remnant Ministries,Southeast
uVQzVR3CilQ7nUTmQlLVcA,36.0357492,-115.1533426,Las Vegas Mobile Massage,Southeast
8P9TthU-jUir-kAEaj7ACw,36.0309094,-115.1197111,Star Nursery,Southeast
ffUcgeCq93RXNqQ8sqXU7w,36.0495904,-115.1697984,Microtel Inn & Suites,Southeast
ycFthc3nxzU_dWfRFev41Q,36.113974,-115.1484668,National Atomic Testing Museum,University
lKH_cqeaeVpHdsO2dK58OA,36.2645451,-115.2574141,Smashburger,Northwest
5B_Uo-PCaWu9Jio9BWHKXw,36.1679797,-115.1379889,The Black Cup Coffee,Downtown
TitFO00SLVY6-d4B1r53iQ,36.1690987,-115.1405889,Inspire News Cafe,Downtown
f4oCyoQczJvmli00m2g8aQ,36.0744873,-115.291269,WHASN Meadows,Spring Valley
BKoWOlT19gWNQpKuXDVVyg,36.238095,-115.059925,Dollheads Blowdry & Extensions Bar,
1nssK_8alg_UEdtZijj8wQ,36.2201738907,-115.297573775,Justin Loeber Insurance,Northwest
reufvBI-0xaLMpecmpLNmg,36.2860077,-115.2852437,Desert Valley Pediatrics,Centennial
kYPHibmNOEdHRQykZatVNA,36.145409,-115.305306,Math Tutor - Ken Marciel,Westside
8zOBDmzGQ6--rccnSgaWjA,36.1453333,-115.2778317,Tiffany's Studio Photography,Westside
9aJlj4OYWa9BPA7PNYdgMQ,36.1444966,-115.271303,Clear Vision Eye Centers - West Sahara,Westside
i4l5A-oFNVtPNK-NIMcqiQ,36.2399137,-115.0914042,Casa Flooring,
y_j1zgUkYjMTjYiAknRZhg,36.0824054,-115.1955241,Air Pure,
Dv_BW3baQs8PvLB-zZzAfQ,36.096854,-115.2070626,Solection,
n3JVzP4c1xXvFPPV0Pc04g,36.0886494,-115.2074167,Lee's Auto Care & Fleet Services,
rlmLYDixYsVdIUryQS1ATQ,36.0836664,-115.1931497,Trident Tile & Stone LLC,
f5NZgqnjzTugJQwVCqFsxg,36.1155615,-115.1228506,Christian H Stoermer, MD,Eastside
PsRvJffbQdaHhK9xHxB06A,36.1461136,-115.1564612,Aztec Inn,The Strip
TEVc0KUKBixcGL9TPFaedA,36.1441521,-115.1601056,Lucky Dragon Las Vegas,The Strip
S3J-OMwA2mIj4gVdSh9DmQ,36.1588721,-115.1380243,Save a Lot #766,Downtown
JbD1jVswNP9yHD3_skpGuw,36.1432797,-115.1500731,J.Z. Billiards,Downtown
Rr0ZigFhRXjBrvaHo0BTCQ,36.1583983906,-115.125929578,Olocuilta Restaurant,Downtown
0QErq5iZb-kYegtwaQ39Hg,36.155115,-115.15031,Alex Presley's Unique Boutique,Downtown
hNWMvT7FBc6yrLxTZg3Zxg,36.1914653,-115.1892803,A Floral Expression,
rMVi-Vn_mN_X9J1ZSl1lWA,36.1954509829,-115.257432393,Baja Fresh,
CkxbJJIAwUrb5aQmADt2Ew,36.199508,-115.278502,Total Property Management,Summerlin
-46pFijv3f2jZH-_Ze6CQA,36.1154492319,-115.177751196,Vegas Uncork'd: The Grand Tasting,The Strip
VCRBTZBzWib3ngEFoOZing,36.2372868,-115.2308739,Las Vegas Center For Spiritual Living,Northwest
gNdlJFnCysINSD-LeCdE5w,36.0202205,-114.9621156,City Stop II,
1epSpJ6xzPtnEaO8qcwZtA,36.2619609038,-115.181961974,TelliesVision,
2_hC_X9K080F8zWP4UUB4g,36.2113762,-115.104936,Chamango,
EJUnp-Pxc3SAGPWtOHF4Bw,36.1950657341,-115.117557558,Absolute Dental,
Sc4Nv2s8JfLsFhRSfNeRwg,36.0719224,-115.0970565,Autozone,Southeast
FJ-aZqFhoeZlaJoLOg2B6w,36.1165487,-115.0881146,Southern Nevada Landlord Services,Eastside
BnNCSJO2NDvjqJVWp2EeBQ,36.1299863,-115.0905569,Cavalier Lounge & Restaurant,Eastside
AtZOA9ZvERdTjYwQhMrHhA,36.0348152687,-114.975590067,Pep Boys,
ZvOmAC399U1qPFAPMPmSLw,36.2400118,-115.065612,Craig Rd Barber Shop,
_ULxHE2fF-9C4cCRBdFbiw,36.2914015,-115.3160131,Signature Real Estate Group Northwest,Centennial
V4sPxg8y29QDskQmMM1FIw,36.0569792,-115.2801062,Rose Nail & Spa,Spring Valley
o5nPu-ITfZ2OYx-6cU3moQ,36.0349231,-115.2071412,Beanz Coffee Cafe,Southwest
RPcR1mgwXTc-4FUx6xO7UQ,36.0677657,-115.1307879,The California All Stars Las Vegas,Southeast
9xAQPtjOf92wLjMHPWYEpA,36.0831298389,-115.175365358,Cili,Southeast
pkr0gGFBmei8b_l1pLwzcw,36.1873727393,-115.286317817,Gymnastics 702,Summerlin
YmI9OH7iXBM8DyFXxoHuEQ,36.197782,-115.2803271,Fazio Cleaners,Summerlin
elpS_xeOX_S5obTwx55kjg,36.2006899,-115.281657,Diamond China 2,Summerlin
T3nhxZ84SBid6Yn8ulURbw,36.2389934,-115.2325665,Bank of America,Northwest
ggh3iLNkRUKGYx3JJeJQtQ,36.2394580944,-115.226397998,Supercuts,Northwest
R1lFYD5Ob_Z3j_G5cyr6fw,36.2377124,-115.2237164,Miraculous Massage & Facial Spa,Northwest
zsE5PdYtpaxBlyhcSOsOWQ,36.2434005,-115.2350026,Home Masters,Northwest
eoEUd8lZjBirm8vCuD4f4w,36.3639557,-115.3459249,Snow Mountain Smoke Shop,
UbiKp0J8eFIlJGOlAjYqyQ,36.043661,-115.204064,Ruiz Landscape Service LLC,Southwest
wlY7T5ue3lL8Hcf1r_Ts2A,36.055404,-115.2252439,The Taste of Chicago,Southwest
1u6-Fy87nmWyGlG0VA1jqQ,36.065018,-115.249136,Walmart Supercenter,Spring Valley
6_BaLmcB6g3bvOq989skBw,36.0942361,-115.2800079,Norbert Lukowski, DC,Spring Valley
cRTMAbJiyd6xJ9eKj357YQ,36.1450397,-115.204936,Best Burger,Westside
V-fVsbI6YVLRpqgKfDdHtQ,36.1414464269,-115.209503684,Massis Auto Repair Service Inc,Westside
aghOCY7m-I_8tNA9FnRcjg,36.2396354,-115.2259466,ChiAm Restaurant,Northwest
SGpnlO6TBpR_IFgOa3F8EQ,36.0560257561,-115.225150438,Jiffy Smog,Southwest
teJYodKzM_ePs_mgQGEBpw,36.3051308,-115.2521556,The Farm,Centennial
S_bbUHNFDvLkm3SLkgXnbw,36.0236717155,-115.000900944,Land View Landscape,
Oov46oqwdu6ljHokq1xjfg,36.2798178536,-115.205008098,U-Swirl Frozen Yogurt,
4zlx0o3nE3yp0dZ2aLnb5g,36.1062072,-115.1851643,Delure Models,
Jp-dJNw-AhcBYjyVC72e3w,36.1158105,-115.1831586,Beverly Hills Rent a Car of Las Vegas,
VEcI0bURmJtf0B9UPSEMDA,36.1165039,-115.2068875,Millano Pizzeria,
36LI1boIiC0x2E4XFI6Xjg,36.15087,-115.24394,Vegas Med Spa,Westside
71aOEuRuypjW4tqmTr4A3g,36.1033743,-115.1693962,Dollar Rent A Car,The Strip
j1FW3AScqktlqwEDC1RjVw,36.1146471473,-115.172815919,Catalyst Bar,The Strip
SUd3IyEN7n5OYEGyt_U5lg,36.2649537244,-115.251905881,Jefe's Taco Shop,Northwest
URtR6hX2cTL6n3MXratCSQ,36.2371812,-115.2311905,Las Vegas Color Printing,Northwest
9A-pt2iS3TIxSxmIFDqR9g,36.2361828579,-115.230567808,UMC Quick Care - Rancho,Northwest
Us2r30jFL2Bi7jBM6G8oGQ,36.2636916,-115.2513988,Custom Clips,Northwest
67Ax4KKajNCphKwk__M5nA,36.1453333,-115.2778317,Las Vegas Dining Tours,Westside
SRUHJIKqhvKu2BFDTSoPww,36.1441474,-115.1613475,Adar Kosher Pizza,The Strip
szWZ0J7zYdr1st8pqcKyVg,36.0841322,-115.2638267,Treidgen Industries,Spring Valley
HRlOppZfi98iCxuk6N-p2A,36.0676805,-115.251083,Philippi Sports Institute,Spring Valley
mVZYq9b1tuOHm9KnlLSUIg,36.1326582,-115.1898156,D & N Auto Collision,Westside
8ZqYqRKe-6RMw5WbYFnUOg,36.1453562,-115.1794209,Cellini's,Westside
WGIlb1E6inGFj44I3Dhy3w,36.1450464,-115.1795317,Goldilocks Salon & Day Spa,Westside
fUGWzB4CEN6abuVImk3bXA,36.1538801,-115.1535048,Hi Desert Appliances,Downtown
g0x2dEX_qZyX_sg7-tj4EQ,36.1453333,-115.2778317,The Lakes Massage,Westside
1hwPVY_HYD-d5odY1a1A9g,36.1593680119,-115.278311421,Chevron,Westside
bVSgs3LgopcacbrT69FrWg,36.137531,-115.149358,Lowenkind Bakery,Eastside
zrQ1zKWC-W2PCvwjBururQ,36.1696982659,-115.141221463,Pineapple Park LV,Downtown
lsLelczQjIZLHVt2-e44lA,36.1718091,-115.1415023,S+O Restaurant,Downtown
Lk44iIqNWMGI5LT1X2u-oQ,36.0708642,-115.1308654,Build-A-Vape,Southeast
tM-6CzPLm6oYR2YeC_AhoQ,36.0718751,-115.1766052,Civilian Clothing Headquarters,Southeast
99J_T7NS-Wojhl5JVqnSxw,36.0849929,-115.1511348,TSA Checkpoint Terminal 1 - A/B - Mccarran International Airport,Southeast
0sBEU_RdKQx1kmjl5jqWjw,36.1004396,-115.3030677,Hard Knocks Muay Thai,Spring Valley
VzCR3AtlGctnuyc0c8OECA,36.2144541,-115.1221157,Bring Out the Brooms Cleaning Service,
iGLNsXceNIOkCImdKUk2oA,36.080537,-115.102061,The Home Depot,Southeast
R286Mlcva9iyWDCLgB3BOA,36.0773084,-115.1132848,American Leak Detection,Southeast
e3BHo0i1_jE7TWyo-c93zA,36.1593908,-115.2448773,Adeline Bridal,Westside
TK7dAZan3lC4s_B_tuGsFg,36.1440555914,-115.134904571,TGE Hair,Downtown
XVjx3-YH03il4l5iSlrqYQ,36.169941301,-115.139829442,Feliciano Law Office,Downtown
