business_id,count
Gjt0uyW40uZmM6Sw6VRUOQ,16
ZuNJelvkJD4wsXNBRg6t5w,490
zhUhQEsOlOBFPhzyhkAHCA,833
vnQ9a0e_DuS4MC9nyEbA5A,2170
7tNY4BYLA4laqWNV4IWGQg,683
JjjQSlvTvGlIAta5CyA6UQ,971
7jnrie1VkYBojG5oIlIYYA,1254
0-2vdA0Eb-0pBQ3PIEOoeg,1056
Ig-CLdy93TK7HAoCKyMykw,722
iPM85PQMs7QoAxw-Og9ChQ,543
GS92gfHOGu1txo6sWjMShg,95
RD-PqIwfJdprEnPwS9GS8Q,1281
TYGVaav4hWZioQlk9Ig78A,1605
ktFYzLrp5ScbKCzo5Z4vIg,370
Uzd7ovvBiIGDg1e-TU1dhA,371
8Dip-OHPWP5UDJ27Ze-T9Q,1636
ZJdi1r1VpJ5SSLomRO_33w,501
UMWzaFhW6M3nsIDyIpMfhg,1157
7dLxzH2AkuC6UL8x9V9W8Q,586
9Dp3GdYXtgnvlwZgx1mC7Q,820
dJq1PvB74DUOc7VwPlbjTg,654
fNfcRMvjIL7CFwBga-6FDw,201
8SvTTiT0rY3n0CvWagMsyA,44
J121PGT4oi5AqVbtMoEfVw,966
Xt20iOB4QftYBQfo8z7N1Q,2620
T5UnhumTdkk3Hu-zkPVTWw,1098
SBDCGMQ1TvyjpTmet2qeGQ,2582
XBikK0GMqJTF5d_bI3VSkA,1547
i9rI_eLMlV6cowiZGVzh2Q,1765
gKj0wkJhQ0YT-Aw65e7hQQ,970
0SoHMy9bHfsXgSroutetyw,1855
Lv-PXEvribgyK4LWGvJQQg,807
vqKe7JPE-N3yQTaZOxC19w,1378
yDey9O1HNlOt5_onNhU1tw,29
4LhURdgGRofYSR_1LBTXvQ,811
Ap3WBptFjcI45cViBtkByw,853
2_qs9jCnbZNYIPl7DEcI_w,538
nJhomDm3QRyat74lGiGX8Q,2820
LEASX4wn1U1TAmwQfsDtIw,1859
B5cNZk44R-OK8al7qWe8IQ,3244
YYbf1diOMr3FsY531K5T7A,830
cDugOhPR40gBk-DYNPYREA,461
WiWJR2WrC2x4_2sZ6p5czQ,469
BX-bp0raoO-V1phG66Q9SA,525
KYZZhLg1e5I5M4XuVMv2sg,1007
guLu2B5q1DgVfWCXR2nyVQ,931
euZN6msw2Y4oCqtopUtUEQ,1014
3wmwh_ajtaFOSV0SvLsc-w,1113
LZSyWy4IHgXg6QhW2jrBlw,1587
QeMsMYgJHxCJCEnBz-MzgA,384
FUhJLCocwgZEiVn1Wg1KSg,1972
5HGVlkH0nrSrnpddj6X-5Q,500
4lxOj8Kyh6k5hKs8laE6yA,275
2ZovqwQWxWuvrbA5zx5bJQ,369
h-WCXxAqP8Mb0WUQB8mRjQ,169
fpbQ4CimqrSLOQwR5hudtw,939
12vAPaYQ2AmHsuV5eDzVfg,2723
xnNUhLOBAHSuo7Dq5wy0CA,286
rYZ9G7VxjU3_j8tXAHjKYw,390
1kyhGTZj93mVgvgXD6ZQQA,802
zO_Ii1jMRcxFP4IiIzwtyg,890
Q1m3ZAO1t9JRhHK3txhJQw,970
B-4jb44K_qPdQUB_69gZGQ,303
9VzRzMWVWG_E4mBWnIB60w,189
q0rM1zkC3C6XoNY0UOy_qQ,325
isw3cS3hOKdKeBgi3lF3-A,1726
qmukM92zRniP2ZnunTj2qA,969
RpZMz6m-BvUjWOjgN_5_Tw,1729
5id0g64aFe420HHoi4pe4Q,1468
BeAr85oCQpeaWFJjLhRPWg,1098
r7teFFSvlb8VioRRbHCP-A,811
zIX3E-eIR3gQJODsogkYpQ,67
AOe1UxNF33nPsaY74DvG-Q,672
ppD5gHL0XsJxWHPus1cjOg,2295
xXtWrRKn8A708BfaNs1nZw,1409
_FP4CBz5D8V4_3dtex9_iw,1713
jUZj09PlkvDckHge4chmTA,248
_VHE1fceUTkiU2tH6IT5ww,1159
SLx-vB9LnRtC83oAeVdAuA,1589
eVXILSdlyhpGiaA1SBagvA,1461
66jwLkSd6M0cZulZrA3zcw,825
h-2RKWed86dJ2u83Bx9jkw,212
yZpG6LsOMw_V7pfXJMaHJA,680
VrKja5O6w0aJs-sFPMTtVw,602
LMBsONMTzEzdb5eCw8fKuQ,585
3Fr9RZ8Hfz1iWk51C2RMWg,869
_wnAPt7ehpybzQptYKNHxQ,756
kcZ-KVXOf50BbzsA1OX-tw,360
Eq9LPMYYaNZ_XaCsU9eQvg,754
_Aj02-sb1QDNIVXK64qTVw,924
x5Rl0JThoDZ6_ezC6qwx7g,1087
FeilpvQPx0fDYqEYz5_P1Q,237
PL9xKgFL9FB8wDQ9AKrm4g,3090
FQUP9nc3o4UGnWwMvq6F7w,714
eGLnLiKt58jHNjGVw149Nw,2125
bVyUa0O4U-c4b3b3U7ojoA,794
BTPirhxv1swkOXzng3B-kA,1612
4EaqFG4v0A8nPEkbQwi6Dw,757
iiPvEIFt12E7B4-DnMM0Jw,817
gBDAgyz_OxfR5hhPxkMuzQ,491
S0kq1tId9N6UB_C2cZ2Rzw,737
v9nBMrPJDLrEkwX02Txf3Q,1924
hqtZ2NmUlrNtHp7xW2BWoA,141
IXIBwq-A2tkpxMWtbUoocQ,1361
MJF60j_PnshHEM50c_yEtA,1162
N6Xq8Up1WZnRPlMeDFxRVg,1102
Pl1I5602lZl11v1Zg3zbbQ,1024
u-833nkDJyLLjKypObhVZA,565
MNaPOkqm2vKeNG8EqkZWCg,1854
ubvt2uCgWP_sfjEobQ0_Ng,117
9wVhKKGxdj1-Jhclr0GqNw,368
xOZd6roDjtb_ILWEwUKfOQ,785
3eU5L4c8sH83u_sRFg58LA,341
UmpUGLuaUU1s1IUDoYyr9A,653
sddxy_6n5VA1PBavY7o_WA,883
OnAKZQCawiLhAxdjhvGYOw,84
a0CeW8D6ZsRP8tlI2YvjnQ,792
5iFNvOZigt06krFOJFhPCw,1496
iFCz-xI7CV98fcaB4Chh3g,532
8dHUAS8T7OGxv6w5oVo4ew,552
vJvZOy6xlcO0nfdePvlTHg,727
tpAIHSaXCIVOfgWyrXVeUQ,1147
VwZBdIfeQVqjmP7m2O5cFA,2780
6tSvz_21BMo3a4GaItwa0g,1671
mRsb657hi4iQcb0r5_VlYw,354
l2S2k-fP3huAMUT_tXwzEQ,795
5q7gnPd_DMdHFSmk07m3oA,1600
taXS6xRIjHYAV2ou1HT0Jg,1980
7dYLLQgHTEXBd5yK7d5Blw,2252
cib10n-a6qBMmyXHN9fBVw,141
AcsDxgF5SFCCMTxb5MJycA,684
LcW9MSlwKusdXg1KZmU5Fw,553
tg77DygZNys15Vj9dANe1A,822
nZU-Sp7WUEAJE0hmoWU58A,611
cfSuc4q7pQLF28mMbx1MRg,267
lmG-x-m0OcQCe52Ydp0Sqg,227
wpKde-3HqtLkRjCqqXXrWA,600
KM0qt7JU--1zMQQn1EwtFA,836
gWWXOQQgtOibCfeIjTyEdQ,267
V78f9CdEVTkKFkyhdTYVrQ,572
ZRe7iIrIRDMMWhrcieMsiQ,1650
yLtdSJ4BzKFFBc-J9nM7yQ,811
9r6ijZgxDLJFysxIohtTcQ,1637
pec1JH2S_nGUeLE-lmBl1w,207
Jd-XHSl0t0JWotORH0IsSg,1077
kYtk8YSBtSuwXcvfoRMyoA,1623
7JDhyBWFajWhwK5E6OnBtw,30
LePAK97ZcoXvigkkfKNFmA,805
pV8MaX5BjVWJ_HpgogdfvA,1754
HQcel0uvg7N7KfhHJChfSQ,1643
ux_LQIyWIpZ987LobrtX0A,1063
RgLA2YwJ53xoeMMgc7L7oA,654
X2StRLHGsVcohdpef5iTdQ,760
faixHjogPjNUo07T0RBRFw,1074
rKEQ94vfKDCDqzFMrnhNrQ,619
Ma6BzQTOqn1F2Uh9LeAywQ,862
-ucQnELMVRIUOi3-Kv5r0Q,318
yGCrsq0AYI8WN7goMVLHJA,1015
be_yaOiBVVHngU1jFQV2rA,1721
aacV23Kqq7_vEX95v7ZVvw,293
gCueUS9rBzmLQqdVNU3iZg,864
X0yapSsmF2QliosXOTigTw,828
di1eOs-yW_pz7Knmjj5YKg,263
H_-rsHirupzU4ujVm9UxsQ,1626
RQ8d8MDO-yJC1SwnG2lSYA,954
8kRPYPudv-sX-NA5sdJuCg,562
MCbjELt7hrwkz47Gn2YDzQ,918
W6bOem6zyQoT9eYfkblClA,903
4fGGeKlUY3SwqLW4SH_QnQ,677
WS_I3pQkLOU0_ioGQmrjeA,1157
bnGMyxNE2g3wP-yKJm802w,131
E4cShKF80HRIzlyVFne56A,933
1EqiwKUWHER4ki_CiC3vvw,360
3pZKvyal9buu0RVHXhBwwQ,979
uoFDC1K7YlXE50Zmh3od3A,889
m3jo-2anNyOTJrIxv0S9hw,1088
Crqj390cYtDdUbwSokzPQw,907
rhYZCUiywRknWKieJ75zug,733
lwWtOzKowR2jeBRlaDKXtA,792
K7o9ZercitOI3BzqkBwGCA,389
7mYxQ7Nq_4EbMIxGzisWAw,44
zv2-8DTIqciqDmgURXujJw,203
KNGUWne2-CQR3Bo3R9pnSw,931
Zua91nLoti4rx1VCkuIe6g,2658
Jwwkt9oAKsNF4AuItTIdPw,929
XBEx2FI2GKmsjs7eWNr7Lw,863
cr5pOUYVlwIDflN_SZuGog,539
Z-4bYu3oJi4js89an4qJzg,571
FQeFyiOMe0mvCthpi2a0yg,758
a0XfuD-X5uWek-vRRDpW2w,1502
lzxE6vr80sELvoMVArfw6g,1304
oCaxtfoAC7CHLmVCMJ_cng,595
vdTCYGjucPwua9AxQeCvUg,714
6SdIVF6TisjSU8FMLb8YwA,731
hnfi3STVYPIjugIA30hjSw,996
p37gJHffidefQwEvXWhfbQ,566
fKgupz5SZzgW0Hrmq4mG7A,824
qL9TDOBtygvLdMoQSInRXw,863
yKPY_6w7HNb0QhA3DcxvPw,3270
PGKAa5oFY_T0PkFPFmHs9Q,2473
UrI8GMldxmZ1wR8A9_cnXg,1398
LUHiEZpPl7yH1fDFkicyww,3120
X-5sPnd7SHvOWYNplJf9qw,2268
gsHW2yqN4JwwtRaOSVCq8w,274
Tv3YzCxzf-JWQAiXNkUrMQ,606
j_bEs03wqoyfXLX8Yiadfw,1321
lsRa519UE_Iuk_ymGnPuUw,903
zF5ZmO5gk_Q6C7iWgxa2SQ,359
82iqBtE1jDB1P_p9ZYHr5w,1148
b2uYwAN1ZKA87_YF8nRkhA,1160
gZ826gDoasqiPQDTLI3_KA,800
BflNpVLfFQujE5uBHUgcFg,707
ECq3Xa8jBGsKwunQbxwxaA,885
CzBurWtt_fnIuT204iuhXg,2292
MSVXxvCk--EuiOhWnRJTwg,276
r1l1g_xKVWdf8fCvlofw4w,623
-Sqm2dJj96sROtRuom2Ehg,222
XNU0Pb9IPPLnVvmzfrwFIQ,336
9eUBRR7WWOqXErZ7omYLNA,539
jv1sbEWUJRHeUff1xZtqWg,326
97K_vullm6nMz3lR6vUeCg,316
HljQS-M-DvcU1CdfD_aJag,385
wH7XCCTMabw07az2ufRBHA,542
_n8mr9UY34w8JrmosJnhFA,533
rsZ6u__NPE1kVdwwwMYwFw,513
iQ09SQSBUHjZTNjbASGFXA,44
h3URQVfW77vw_DcB5qI7qQ,2689
hQQpLAsvbAxdAQ5PFLNiGw,790
SyJoSTaOYxgMS2Ug4rbrCw,1240
05OUuoInL-o8Ed-7z_cIUg,1015
FJfnHNLvFHls8U4k_8Bj7g,846
TscyJToVcStsohgRG9qM7g,1150
fT-plcnRCSbFD62unYxH-w,653
ifNSh6javeYLQBhlRyLi-g,398
F_8NT3JiAW9d5DvAJCltQg,159
AhdFdQJz1X-v-5UobzJV0w,513
PX7NU9GvhHdZezkLJugrjg,1783
3bsQ0ZjOsPmn3_v4kfX09A,931
quUjCE6BAsUNqY-agYxkig,278
Ej0sTcCOsvjsamtvdeGlOA,415
WBp8Z_YOuWBHp8SW15rqLQ,131
EEMQBoh6TlKTwcI2W18klQ,299
k0ZUrpL789RZb1QuaE8_Uw,1276
jmKouu3SVbSuxguD9qQmvA,133
Yngg8DqDwPvWEq4oTRQGNA,468
04jtcZLxvrFOi_G9ElWYtQ,12
dNjgjAoJSJsvgc5g6nQnnw,137
ulgKi2rqtfyC7NmTgMHKvw,527
RBE6DxBcqjDA-tnwVjHHHg,509
nteAMOsI2DsTTR9v6G9E7A,871
RXaoPQ_nFyErZHygMHN37g,488
9MK66QkfnTp6BxZudH9wxg,376
HwWuZLDjuV10tv3ICFfktg,179
fBK1aJKhjS4QQe9kwNeqjg,480
KcV2K7LAmqd3y93Nm60djw,1320
QvDtfUBHprtOyDJd9hV4ow,1211
Pw1v2dO5sZAS5OhqAtYx9w,494
oYLRQabCyjugA7AnbgchpQ,383
CguCUzbMSsEUukwrtJV8ig,915
aKclc1KCx2dLkmtTpF4POA,744
3X_u-2o1c-8ERcp7TIE3Cw,1651
VYBiLqSjDHJI6Q5MG7ppbg,240
awQUyaYcOiqmq6V9EkpLSQ,195
mG-4zTQ3DvWsT79NJi5DWA,930
F3jMS4aNQI6tPtjH61decw,685
mVvqeva5B4QGLtvyIB-mmg,243
44tjMHhONQgSBa0SW3C0zg,109
OF85es4edgoTa6ewz8_Beg,316
NYwcx_ty7J_ZKMaZpdIkYw,428
24wnyPyir6-Bmv6zq7OXHg,886
GflECbxRCaReQJSjEkY2gA,207
ri1rOXtVri77q6QIzdNO0g,489
V_DXV9qg7QtG1r58aUJOrQ,770
ZS2JAIID6enpkZVA9dQyng,210
M8VcFeDCLyDstzolNES0Zw,927
Q8kbSb0yaXVZ7-CKwZJgwQ,1352
otfjSc1SWe5L28VRTkuEFw,416
tOFBBr9uLb4Ul4ykv3jXsA,335
hFT3HuxVZJb1uYEsYfp-0A,806
hySFMXFqyb7rNuxS8koNrQ,118
hCXknMQalY1QQZrdZGuBHg,1073
LfkWB935g5qRAgag4jcv7w,545
TEb_8YXrS1w5ttQAWwNV6A,360
ktJR5j14AH-Cc45J7jJ9nw,330
Vz3Pzp3_cBSmjNlFSlRuUg,1428
-2S3tYZEy-JbQonqdIsfqg,1592
muWJQAKKIomaK4WWpRQCcA,1089
041JPDI1PBSuNSTcvtYomQ,1087
zhPhi3sWhoDs_QdYnlmtGA,555
mKNzA_CjO3NXcCn9RphHiw,718
t-k8Rnrzd64S4kcjXAlgHQ,382
vWFC9iTHRF2Dd_MrVseKOQ,363
xDmti8jpxJ8dxsA-pgG6Vw,325
HDvrgxInBOq6IQNBSo178w,567
LUYB4fYZt5ZaitU4hXBDKg,316
ddplAthoA2pGLoSqhHpVkA,99
GR3e3u1mr_W3HVa-CukrcA,29
iK1Srj0VMvjVfYoVA_2lLA,29
7Xl8IJWlqTPo_olfSpD-eQ,28
GxW6qw3crhs2cRtsMP9FjQ,1796
FdOBp2KPPwmtXSwnr6ejMQ,876
nDc-i_R4HPFDDHCJeltwlA,2646
e2ApirIzYID9xIye0r_gKQ,429
2tt68mDQ4u1TbG-xMj3Q5Q,210
L-IyrAwnrg9A2yW7zPI_UA,539
YNP6wQv92UPOoZ_nT4n7KA,685
2Lk8wCXNlftHj0QARlb8Eg,357
YgWGWza3sXzI0brcOogR5A,629
9i-yWC0t6NzcDmT1NMKilw,1182
DiUgFZkt88xcDWG0OjjCaQ,1145
5_uq9sjFbgMMLBWCtS_ZHA,902
n0ygKXBNMH__dsr62jHPbg,1501
kfUSYiPZFpKx_FaCxW6epw,277
q8wIQzH8IiHr1-GWVVXDEQ,277
OJl5_jvvG6Bl_mpk8dRX2w,31
5WOE18ldtQ1U0MK5fN2HGQ,318
3sx_6SyZ0VCzlb896y8nUA,395
VTGfwgT8TFErsCayY0wnUg,92
gpXTxlJOUtmdDa8XiY2wXA,920
S_yhIbQ2X20ruU9GScQY5Q,871
0Q8qkmzeiYCTs7taERNHMw,99
FG9pnQ03s7T0svgeUkBG9A,216
g4tIZtQ9jmHelwYMz_6K5g,967
IiVUoKDPWULbJOMfnHVrLQ,996
ONJ0wyIKvCMpXRRDZ_iy7g,534
-YWr1wm_NaAlgEf9TZzsMQ,917
2P7PjL-tJAtMtWSz6VN_Pg,1236
l3oWxCf7Y-X-fgAxNVR7-A,591
xO19CCQRW5LBVs2pXo9gmA,116
vBvsrzZXB4oBec6WMtsRrQ,45
GmGvbDABaGvcKe_jIDvq6w,628
PWGIAIXAoh91nayfIOQMTQ,1339
VcI79PEOa9XcYuWdYc-bgQ,629
Aork5f6H8GhlRFeZ34hr-Q,1865
7uYJJpwORUbCirC1mz8n9Q,1820
8ghZnFxmr-1qFmN11s66KQ,1547
qVgVgiO9eh4Q2kHXSYcTHg,1876
UYji-Zm-LtvaRVLc6-CJzQ,1154
cwuFNJpJOwzhdgK9IEkylA,1713
eFqkLqHpcvb_y63kfs4ghw,220
mJyF8LuirYnuYEuDrXO03Q,83
IE7sVOweBucNusO3jhrEpw,65
DYpfGnH2AzHzolsjOpUyTQ,780
w9hl8ilZWmJQ_FyFktwYzQ,379
jjwBZOtP5vKqogSIxt3xcg,1327
f2BFIjiKorIh9SARv8s_ug,2085
7ywtjNUgjrUsfn_zXGtrJw,298
AFmkyDPqkeAy0eJ7XH14QQ,391
B32Ghxep_UhiscserSXMSA,2713
yOIzaeTUGP6p2IveuKB-NQ,534
hPCNnDC5E0sXP8rFlMiAaA,673
9eyYA9Pm19RyzOWVGWX9JQ,425
Ac6KSfeQovEcsMP0S8wHUw,118
qvF0twjW5jvle6uSjJEg8Q,1005
xo1FxmxwWAXIVZ1MO222dg,100
E-X-KlWSWCRpMGTGqSw-LQ,1267
It8t10Zbp_R7ep-SdgkAKA,671
287-TvXDOksQC36LXcQiTA,377
xhUIRxUGJhL37zCNQ-KMCg,1261
kU5YVzBBawm9BzmZIB5WRg,1509
WgmMJGFQtBjs_ccperdYMQ,1052
c3gYZ3SkTwlS8XpMvsjhxg,84
r4KXghbUeo7mugAzinG9bA,832
IyD8-n-oku6WGsvGB9kM7w,884
oGogz0ICIyukvISR9tL6zQ,1124
JrvIeCRWNRJl1DRT_bR8_w,406
75pNnn6jGA39q-Ws8GU1BQ,859
wnUayfTIBc_E9gNTylptTw,3210
I5YbWSAfHJTAAjIgd27c8Q,274
MdmfvSjRKE048PUP75CRog,1547
4sPB5HKm2-r_zOTIsyVpXQ,405
ujNMgbk7n6Z0dtCxZkJgHQ,968
4Wou6LarHqefHP21qRu0Ag,127
9Nl2ru5ICe1IUGKdY2fRgw,29
URQQqvHvktnVJCMRE2S5Tg,186
GajYufeDfsk4CoDCs3b6UQ,1064
YxwNWpSt0TYsP91J0OIvfQ,670
uqo0qY32KN0wyzsB30hB5A,619
eItyUwlvVDFPAIERJBytzw,943
UVqqsfogFwG_llByAzUQQg,745
R70Fs60Tp4rS6QjZjOrvZA,1119
N6t2IKeffLFHMFn5MkWs_Q,1257
dQlPnfg3MJV1HLsbAagk1w,409
nwnizMdBAhJ9CVDHXf3QNw,46
6fLo1o3ThZtOv0tNYs-Vhg,2091
7oZcRVjjiKG39pTcZMdoUg,520
HRLHrJudlNsmtY-je3PDLQ,1736
eVp1LTCLOmWI_3ZEckZ-Jw,1315
RZD6Ew15dxaOpX7iHBX10g,1724
QP2c6C_xk6nSiLgaVuq2hQ,781
ShUREGiU1IjHuPYq4jVvng,1720
JF7iaY33UFOXIRHez8dL1w,544
nqlF-8A6icK63k15AtmpuQ,518
iCh3XZ1hZwB4cn-mDVe57g,579
SJ93M1xjVdNFXRE_huylxw,2912
CIu7ybFJhERiWzugrkPb8g,3057
n_o2DAmDBAZ-RjVDSY-5uQ,3254
L2W0QLXIIR5MEmhQwZk-iA,2759
JrohSmutzhdJ5QGRMtaojg,2549
3Y2x2hlcsqv9TubTcPqNIA,864
-gBR-JpND6Kk6ASlkyQamQ,389
Y7TAFsr6XBGwzxpsnLkyPw,290
zP_U5nyuLamO4j4ghY6zbA,488
MZHfw5wvcAQf4TYAvXeAew,671
v6zTAZ0_kvPZ86r61UBMDg,302
mvGGCtWC1tX40u8DUhu1gw,620
Zrh6UnmVBFa8KqDD6oTmbQ,122
TZeM6NfeGHjdMzTAES-PIw,780
bZMSXVT11rrpLhVLJgvAzg,777
BfA3Gt69o06W-BcANuR2yw,1675
k1l25o628GYC9BrnRzv1Tw,639
g_S52eOMhrPCz1L9kkZJEw,378
uuGlYAIvYAX1q1KhpY6dtA,2461
GwYw2PKAi_u4EF0CTutMEQ,1110
EFIcTAL9ClPH6u1lO7EotQ,1474
bSY97kgQpJ5BrpgW40V1qg,1875
9GE2TFciTRClirM0xWoK2Q,527
09vrTfe6Od9MorfsRorS6g,780
-NVarOq5E4htuA3Q3OEUnw,98
t77MoqrD29p0nFhJeUOX8g,196
L000BhgiQLus5ytF3BD7QQ,473
kKmL7Et2TQKWDH5_X6Zmuw,746
KuY93-dEehUCLTMs5XRfnA,218
fPoD4Uo1GEADR27lXfDTXA,827
YgXb5AAhVgLYgTbd2tS8SA,553
4SNTdlEGHVmwJCMbMUNJhQ,151
yEsHv4zUt4VAaQBd1FjD3A,587
_hc_ZH8Hl1Atvqd8tyRLxw,922
5FPQOwwPkBEiy8df8d0SPQ,342
K4zCHDrE18McrsE4nip_IQ,921
GnPIBTo1_Z36RAPfg66caw,207
S1AxUjs0ekYsy-K8v2o3mA,928
6sOoHscadS7xjGhD5f4GzA,827
v-JpEU3HjypK6-2EvOXaWg,703
BLKn-p2IHSjdYZQcn7FOGA,201
6t1JH6tjZy5vaM8b4s-riw,132
57YfluRb_8wme_3F4brV6g,464
wo5r_5DGI0vSJTKBTxo5Bw,810
A1oKBewJCWBUqCDUe0o_VQ,1899
VxmJs72kldbN_OEfJZSb1w,177
0iJ_HVhwo_UX2aD1_qLX7g,586
o_9K1wxX0cPxq6rkFWscgQ,829
3C8CWKZwIT8X31QrDP42Dw,780
lccBwilVa8lBdfOm8gb31w,642
BQm2v3M8MdoUWtWzVYTDxQ,1735
onC6LNdf3HIwjB6LqMjQxw,49
Txbdzgk_D4wJPSSCkiC7QA,1013
HNEhE83F1X6kN7BKVmR_9g,555
v_euwOoIJKLIGIXnQuEeIg,863
6zJc-G8I-Vl_J_YueyCp_g,301
CRjxwlbgZ_DgkUgc6TOL2g,69
ie-_kVw0mE-9_xPIpqs3sw,2972
LNVXXE50GeegzFUmEBdh_g,262
HlXyUfPml-SXsZC1RmZszg,236
gT8mWzBw4r-TrtGIrWrV4A,116
WB2cNlTjQzpNPsLQb-297w,239
OIpwAln5h2BurTkwkiSmvA,169
DdM4r0jEmLm6HpfMWMn72A,704
OqWYJ_GYHnJFpple7dUBrQ,1150
TLnDXoIK2Ai0CDOUlkeC5Q,1329
nyeRLHWDVIz05CJ9_3kNmA,1907
fpjUn7OmGEk_jECK28Ylng,853
ujOXP2aMdYbUl4qNJrLypg,869
yvGAdeqvNlXAeBlqx0HMAg,1128
gX_M3-No7Enc0f4eLxZh_Q,786
rZwq4LBO0p9m9zJ2zSEKNQ,447
pQgefWpBaOoI3T9L5fMLeg,433
1_SbdpAt9n8C1p8UOE9KQw,766
2CYrmZYcYo60X9SvHz1dSA,506
tXPThV6PxeX6Px4W9V0NmA,1231
gbfg1ZzqRQMNteLvHSuA3A,695
8f5JVaK2mZCu9lct23dhtQ,800
YBLVD61RFdP5H-RGLSIPUw,926
sR4EZEdlLnrWOo1QmDThfA,314
slx9qstc2U2Tc4s7dzbbBg,725
Iuus7LTt_r7SjjLA41id-g,1657
oRuMg3TOtKzbqWzYw9MH1g,2772
Im_fU7Z1cyebxB_G3WeCng,245
3NFliRMOBgJpJuN4FkSogw,1886
vNNWCCLocoJIQ5XwuG4mLg,368
FqXwm6UpihHY7Ha-pr4y6Q,1692
LnG0jkjfZ1KEHKbUEHRgKw,219
QsG4mv2D2wQpi8sotv5MUQ,1787
aQ8TlEUrUXtAAJk9q629ag,998
114mOuMrfBPNiADyfVag2Q,1835
jQShahssYuCqp_rCq1vNkQ,584
eAOeLKYlPC8pYxI0RDXoVg,405
a6tge2UITQ7-Fv3QT54YwQ,244
-eV1cihbyzpyEK9vtrxefA,757
AzFMmnDG_CM7eOq8QzLmkg,522
6NYjdaF8dFpA0qJsMrXJDQ,834
1SqLPgnZEVeVYDM-AuoFhg,688
_JbuDLG7SFEtiCVDT1M0CQ,520
Mwr8cmFvssRmG3KiIam79A,585
tr7D9DDN-KS91kPgN_PLQA,835
DZwXQUa5KGUcJ0y4TO1pFQ,310
sR_pdxDmiddiQ0Z2vbW-Zg,941
xwATlmTnHusDH56GxYm4uw,218
ghz9O7QlNO6esyP8CBj-LQ,685
POSkf4-6DRXQ_CuM5hA_Zg,316
okVjbkh4DhBdhbPm3OEYvg,310
L4jrBSlhDxpkt2SpeXAcQg,904
_tdW1CRiHJKJf-nWn7j0eA,956
HodEoYNU4qHzUD2MESDWhw,589
HV4XvGrLzh_Stu9PhQ7A6A,569
0Ja-QPfQTdprDi0dX0p-Yw,1713
Zlp8PGIssxgUMdaa2cksCA,1742
ecacaFBrXtgg42hE5QvF8A,327
-ATwvFcQWOvkHjnZ9A78wQ,530
1JvWPZHS5sH1dlJvPV3dIA,638
UztcBDDKj81W1HGDSwnz1w,1612
h2G_PIT7xj-28WlwT5xY_Q,625
UhyDVz7npxKUl9BfMpfmBw,491
ev1SC6q8AolQWix0n577sg,2722
Lcn8bGwxg3kilmtRbOn9ZQ,426
CXXrgD-BeDLWFjnfdH11qw,770
U91rY8X2NmJzHj6pZ7ti-w,584
0s88_lQkx3mDj0XHqJl3ng,2494
ANeUMGpG-hSRe8v1nqi12A,1566
ds5rf9d4wJDNDfUveTgxQg,770
xK3SuX2yYyx1syvWtToqBw,691
0bPrcq0x0XdoaVaS-KMb7Q,398
SYqKq_mbJSAEa0HJ02Pggg,84
T7zfYeaMM7G5hratsil6Zg,1602
ku6NGJSMJ5RwKnHrzVBQcA,1571
iqm-hVqJFLajFY3Ps1YhmQ,3259
Rs1P2TXhuieeVQCsmInh8A,390
kx6TE78jwUKQGOqImlXOkw,2948
Oe7FYgamhSFuxQy9cMNI0A,84
Uvw_5BC9jLtqJUBZfh033Q,302
tnYDQnskbv7lxYQhffBHaw,1801
zWo2a6QPIuC-sSJURJ02Hw,2185
wz43MKt6gMLYXiIPv1Xekw,123
DySFgxh1s5QDaSsGE_3XeA,96
UdC4xRKTFQPOhkc6vPVwvA,517
5lLOncUk2mSO79xA8ZSk0A,1196
ow5ku7hfMqU94mylTd3WlQ,750
4Azs1HUqi0Nk6s6xB_9jsQ,457
6MpOzb5ImLdDXHsn4HwI-Q,546
1Fa_brd85F_-gXYP45GpsA,753
F4VS-6xnpDoNBRGPoLrtjA,623
lV5Wg1-4rZZQAmJZqaMysw,541
RvjkKBA9WJvKu4XgSNL7Zg,620
5n2dA_QqO4c_7pSK0Of6AQ,256
EIswSQy0Q7NjpZlc6aicaQ,1621
wpuG6LPJJoPw7NN8a0FlTw,380
wyCFQRdX2HygoaqgqBu3qw,360
w113R9MhMoZXKATno5sSag,491
_Ccx1KrIRwYTnTf8wbccQQ,186
yd8DViCRmJXHGAH7-87DhQ,792
Nut3ob6m58of2curSbrFWQ,445
9D3i5Oud1LPIDI_DJSULtg,312
SL0Sw29FM6eZDzFDv609cg,300
moClQiccBsNX4rQziKLzzQ,895
8OJpejktY4s9cbrpeWRMDw,509
_iySw-CXvA2wx0sn8pRiAA,244
Bjfq08zKr3AzswfSRawgrw,876
CJ9ZY_b8WHDygndmq1g4zQ,879
Z7DC9vWHPQ1Aps-XX8MmbQ,822
uTxHw4uBAAH5G6qOlhNblw,513
1xcPc2snHooElBQDQl3Ybw,48
SIDxms62fUFeeK1cLjPMig,265
zwmKWhyyV-zejEUbQzBtHw,1218
B4EUoKEPw4xuj31_LCJJOg,1062
g0TCbrqCyAY4IpA6M9q3Aw,965
Iv_F5QC765k3W1DS_ghJng,968
8wFiWvlfOVt1zvAvsoLw2g,574
